Kota Inflasi,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015
KOTA BANJARMASIN,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
KOTA BALIKPAPAN,2.23,2.23,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.39
KOTA SAMARINDA,0.00,2.87,2.87,2.87,2.87,2.87,5.33,5.33,5.33,5.33,5.33,5.33
KOTA TARAKAN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA MANADO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA PALU,0.00,1.19,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87
BULUKUMBA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WATAMPONE,0.00,0.97,0.97,0.97,1.37,1.37,1.37,3.28,3.28,3.28,3.28,3.28
KOTA MAKASSAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,2.77
KOTA PARE-PARE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.26,0.26
KOTA PALOPO,0.20,7.57,7.57,7.57,7.57,7.57,7.57,7.57,19.28,19.28,19.28,19.28
KOTA KENDARI,0.00,0.00,0.00,0.00,0.00,1.01,1.01,1.23,1.23,1.23,1.23,1.23
KOTA BAU-BAU,1.95,1.95,1.95,1.95,1.95,1.95,1.95,2.35,2.35,2.35,6.67,6.67
KOTA GORONTALO,0.00,0.00,7.57,7.57,8.31,8.31,15.13,15.13,15.13,15.13,15.13,15.13
MAMUJU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA AMBON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA TUAL,0.00,0.00,0.00,0.00,0.00,3.91,3.91,3.91,3.91,3.91,3.91,3.91
KOTA TERNATE,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,2.04,2.04,2.04,2.04
MANOKWARI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA SORONG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERAUKE,0.00,0.00,0.00,0.00,0.00,0.97,1.98,1.98,2.37,2.37,2.37,2.37
KOTA JAYAPURA,0.37,0.79,0.88,0.91,1.00,1.22,1.82,3.63,4.49,4.67,4.84,4.86
